paper_figure,paper_workload,repo_usecase,rdt_kind,transport,commit,replicas,operations,write_percentage,response_time_avg_us,throughput_min_ops_per_us,response_node1_us,response_node2_us,response_node3_us,response_node4_us,throughput_node1_ops_per_us,throughput_node2_ops_per_us,throughput_node3_ops_per_us,throughput_node4_ops_per_us,issued_operations_total,state_digest,measurement_runs,status
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,25,0.447021667,6.591110000,0.445477000,0.454855000,0.440733000,,6.591110000,6.595150000,6.594170000,,4000000,14169131363996434925,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,50,0.685969333,4.123290000,0.727523000,0.634204000,0.696181000,,4.123460000,4.123290000,4.124710000,,4000000,10082185695088315973,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,0,0.175124750,19.450200000,0.205633000,0.154595000,0.188803000,0.151468000,19.450200000,25.869000000,21.183000000,26.403200000,4000000,0,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,5,0.259396000,13.220000000,0.259579000,0.302387000,0.241841000,0.233777000,13.220000000,13.226700000,13.225700000,13.241800000,4000000,11836776451315422152,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,15,0.392197750,9.845350000,0.385952000,0.405892000,0.386322000,0.390625000,9.845350000,9.854090000,9.852170000,9.851730000,4000000,17199999901283988936,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,20,0.458076500,8.078670000,0.495101000,0.407647000,0.467194000,0.462364000,8.078670000,8.083570000,8.079630000,8.079450000,4000000,11304542753891851619,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,25,0.527633500,7.103180000,0.563098000,0.470464000,0.534802000,0.542170000,7.103180000,7.107880000,7.104080000,7.104820000,4000000,1585467437672390598,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,50,0.831654500,4.594740000,0.862604000,0.736988000,0.870348000,0.856678000,4.594740000,4.595680000,4.595680000,4.597360000,4000000,8656855959086049308,combined,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,0,0.265318667,9.534890000,0.256168000,0.257897000,0.281891000,,10.192900000,10.267600000,9.534890000,,4000000,18003148058491299341,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,5,0.316519333,6.924160000,0.359501000,0.298421000,0.291636000,,6.924560000,6.924160000,6.927380000,,4000000,6577398278397598412,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,15,0.437393000,5.193190000,0.551564000,0.375729000,0.384886000,,5.193190000,5.193230000,5.193620000,,4000000,5276419287549414432,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,20,0.465211000,4.321280000,0.612170000,0.372659000,0.410804000,,4.321280000,4.321480000,4.322620000,,4000000,2752991449581996742,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,25,0.530760000,3.963010000,0.715892000,0.427648000,0.448740000,,3.963010000,3.963450000,3.963100000,,4000000,10582841289347709463,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,50,0.778717000,2.402570000,1.119730000,0.596820000,0.619601000,,2.402570000,2.402920000,2.402740000,,4000000,562955678669907035,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,0,0.298727000,11.235200000,0.275785000,0.354358000,0.276824000,0.287941000,12.460900000,12.886600000,11.235200000,11.246300000,4000000,18003148058491299341,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,5,0.352408500,8.705630000,0.420040000,0.307451000,0.345939000,0.336204000,8.705990000,8.705630000,8.706800000,8.715200000,4000000,6577398278397598412,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,15,0.495490250,5.305650000,0.689203000,0.428536000,0.432760000,0.431462000,5.305650000,5.306790000,5.307690000,5.306630000,4000000,5276419287549414432,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,20,0.561093000,4.409960000,0.821693000,0.477390000,0.471558000,0.473731000,4.410340000,4.409960000,4.410070000,4.412130000,4000000,2752991449581996742,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,25,0.631970500,3.827540000,0.954544000,0.522160000,0.515287000,0.535891000,3.827540000,3.828240000,3.828980000,3.828110000,4000000,10582841289347709463,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,50,0.930631500,2.315820000,1.635480000,0.709061000,0.690912000,0.687073000,2.315820000,2.316080000,2.316230000,2.315890000,4000000,562955678669907035,split,valid
